"signature"	"gene"	"rho.x"	"p.value.x"	"q.value.x"	"rho.y"	"p.value.y"	"q.value.y"
"2"	"PSMD13..5719."	"-0.0842223127246485"	"0.00810283532067313"	0.0205315214465539	"-0.0849298211125662"	"0.0183188883169322"	0.0355001386651377
"2"	"RBM33..155435."	"-0.0852407887938751"	"0.00748044802646784"	0.0205315214465539	"-0.12873429957465"	"0.00643242379862091"	0.0277070899565977
"2"	"SIGMAR1..10280."	"-0.0891449470592434"	"0.00546742069792008"	0.0205315214465539	"-0.07754683306621"	"0.0281883490630869"	0.0422999023548419
"2"	"SLC7A9..11136."	"-0.0877021059611725"	"0.00614708649567799"	0.0205315214465539	"-0.112803151410741"	"0.00074453547426229"	0.0146145108415679
"2"	"SNRK..54861."	"-0.084590095749647"	"0.00787302240313294"	0.0205315214465539	"-0.0711346562565136"	"0.0227290864791408"	0.0378369143353174
"2"	"SNRPD1..6632."	"-0.0861743918573327"	"0.00694732814862543"	0.0205315214465539	"-0.113806447522813"	"0.000686254545819931"	0.0146145108415679
"2"	"PCDHA11..56138."	"-0.0787338583515945"	"0.0123016734068463"	0.02055372761765	"-0.088188519284751"	"0.01500490102103"	0.0342514227769875
"2"	"CDK2..1017."	"-0.0770375573228979"	"0.0141236483334483"	0.0212005929510875	"-0.120786634883868"	"0.000328877278195592"	0.0129110854052915
"2"	"COPG1..22820."	"-0.0773475992573695"	"0.0136220842115551"	0.0212005929510875	"-0.0942929004446676"	"0.00687136872616515"	0.0281564166321313
"2"	"LRRC75B..388886."	"-0.0764422871958349"	"0.0145489357316269"	0.0212005929510875	"-0.0946556001562434"	"0.0336999677747622"	0.0456205347963132
"2"	"SARNP..84324."	"-0.077008107234294"	"0.013963503973627"	0.0212005929510875	"-0.0820979524157768"	"0.0158216605306127"	0.0343885883481733
"2"	"TTC30B..150737."	"-0.0767817792189104"	"0.0141951937733364"	0.0212005929510875	"-0.0720139856644384"	"0.0297187743399246"	0.0432628569039333
"2"	"PPP1R11..6992."	"-0.0758764671573757"	"0.0151553694530085"	0.0214441052510091	"-0.127802068940372"	"0.000831316211621105"	0.0160589179292521
"2"	"CYP4F3..4051."	"-0.0745184990650737"	"0.0167000462868177"	0.0214507391079437	"-0.0705587363092809"	"0.0234068773258923"	0.0382694335946882
"2"	"ING2..3622."	"-0.0742938713637074"	"0.0171851037156512"	0.0214917238323962	"-0.0971818537383334"	"0.00313927746300928"	0.0232957358078189
"2"	"PC..5091."	"-0.0733302769843094"	"0.0181602500502161"	0.021617485025142	"-0.0918545547284588"	"0.0119054375379374"	0.0320522659319041
"2"	"SGO1..151648."	"-0.0731605309727716"	"0.0183774837608421"	0.021617485025142	"-0.129991506774809"	"0.000690572774691172"	0.0146145108415679
"2"	"ZNF660..285349."	"-0.0731888219746946"	"0.0183411251655808"	0.021617485025142	"-0.0751028094370714"	"0.0323029903692436"	0.0446974593404252
"2"	"FAM118A..55007."	"-0.072226927909314"	"0.0196122298605343"	0.0218716828068444	"-0.0979724261481259"	"0.00523261110268939"	0.0263144120329462
"2"	"HMGN4..10473."	"-0.0722646869563893"	"0.0197991270916687"	0.0218716828068444	"-0.0836059749801161"	"0.0198333422916667"	0.036031466776752
"2"	"YY1..7528."	"-0.0720932065839399"	"0.0200347330048309"	0.0219078990987785	"-0.0948111986679835"	"0.00383567822087028"	0.0248298957170167
"2"	"SGSM3..27352."	"-0.0716893988727778"	"0.0203545933272188"	0.0219882606766751	"-0.132356838489205"	"0.00527159069986913"	0.0263678299735068
"2"	"STATH..6779."	"-0.070868959817012"	"0.0215335238577771"	0.0224949556994133	"-0.1459078173918"	"0.00240622402074268"	0.021067443404632
"2"	"FOXM1..2305."	"-0.0705294677939365"	"0.0220379717724587"	0.0226700359724336	"-0.120558313229506"	"0.000349155848672377"	0.0130611056060478
"4"	"JAK1..3716."	"-0.132926641379388"	"9.66775435293983e-05"	0.00729930707871899	"-0.0861550358809691"	"0.00871371008037373"	0.039482224078877
"4"	"P4HB..5034."	"-0.124212463065458"	"0.00025582646433011"	0.00729930707871899	"-0.0806369881319661"	"0.0252799667977349"	0.0450534490646729
"4"	"RFNG..5986."	"-0.121233412643371"	"0.000337372121273102"	0.00840618868838812	"-0.15861251125568"	"0.00128580974780453"	0.033412896275859
"4"	"DNM1L..10059."	"-0.113593447733554"	"0.000722770069650477"	0.0130974697469996	"-0.0785935221397317"	"0.0147934726940569"	0.0419465305438169
"4"	"COPS4..51138."	"-0.107994694822543"	"0.00122926529421364"	0.0163355699097724	"-0.0811158106435746"	"0.0183869612129826"	0.0432762906971225
"4"	"JARID2..3720."	"-0.106419429105649"	"0.00145609419482942"	0.0177219689414879	"-0.0704891910976813"	"0.0255144023289558"	0.0450534490646729
